color,from,nikename,parent,subparent,l,a,b
陶磁红,中国色名综览_凑幸卫,,赤,红,54.04255333,36.92810845,30.54761258
淡桃红,perchouli,,白,红,87.38532902,16.97728129,12.90862844
淡桃红,中国色名综览_凑幸卫,,白,红,74.05900918,23.40430489,9.353632912
红珊瑚,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,,赤,红,37.48,49.14,26.2
退红,故宫里的色彩美学_郭浩,,白,红,87.73310111,18.90482993,-5.163441939
退红,古色之美_青简,,赤,红,76.03991014,36.31970689,0.767469896
浅芍药绯红,人造丝绸缎色谱_何进丰,,赤,红,61,38,-9
深芍药绯红,人造丝绸缎色谱_何进丰,,赤,红,48,52,-11
月月红,人造丝绸缎色谱_何进丰,,赤,红,47,52,5
香叶红,绞丝染色基本色谱,,赤,红,67,44,20
深香叶红,绞丝染色基本色谱,,赤,红,54,57,16
浅波根红,绞丝染色基本色谱,,白,红,82,21,4
波根红,绞丝染色基本色谱,,白,红,77,31,1
深桃红,绞丝染色基本色谱,,赤,红,60,54,2
淡芍药红,绞丝染色基本色谱,,白,红,83,15,8
浅芍药红,绞丝染色基本色谱,,赤,红,72,30,3
芍药红,绞丝染色基本色谱,,赤,红,63,36,1
深芍药红,绞丝染色基本色谱,,赤,红,53,42,-1
西红,绞丝染色基本色谱,,赤,红,62,47,21
深西红,绞丝染色基本色谱,,赤,红,50,56,27
深枣红,绞丝染色基本色谱,,赤,红,35,47,22
深枣红,涤棉色谱_何进丰,,赤,红,38,41,12
蔷薇红,绞丝染色基本色谱,,赤,红,64,49,-6
深蔷薇红,绞丝染色基本色谱,,赤,红,55,58,-3
红莲,绞丝染色基本色谱,,赤,红,46,44,-24
红莲,涤棉色谱_何进丰,,赤,红,50,38,-10
深红莲,绞丝染色基本色谱,,赤,红,37,46,-21
鸡血红,钧瓷色彩的特征与分类体系研究_王庆斌,,赤,红,34.50533394,42.47447857,26.67427471
宝石红,钧瓷色彩的特征与分类体系研究_王庆斌,,赤,红,46.31421477,69.87487083,53.34078126
深玫红,绞丝染色基本色谱,,赤,红,37,53,6
玫红,绞丝染色基本色谱,,赤,红,44,60,4
深曙红,绞丝染色基本色谱,,赤,红,38,51,21
深晶红,绞丝染色基本色谱,,赤,红,50,56,22
火焰红,钧瓷色彩的特征与分类体系研究_王庆斌,,赤,红,46.77916808,69.53937019,51.81863164
朝霞红,钧瓷色彩的特征与分类体系研究_王庆斌,,赤,红,28.14671616,50.95485466,37.54547309
栗红,钧瓷色彩的特征与分类体系研究_王庆斌,,赤,红,39.45337517,55.63631097,37.06051487
玛瑙红,钧瓷色彩的特征与分类体系研究_王庆斌,,黑,红,17.55782077,28.15454014,20.39785864
牛血红,钧瓷色彩的特征与分类体系研究_王庆斌,,赤,红,44.08681422,65.12163445,52.18336978
拉丝红,钧瓷色彩的特征与分类体系研究_王庆斌,,赤,红,51.30817304,73.75023325,55.5815316
褐红,钧瓷色彩的特征与分类体系研究_王庆斌,,黑,红,10.0525493,14.16927262,9.815005074
马肺红,钧瓷色彩的特征与分类体系研究_王庆斌,,赤,红,49.43652814,63.56954699,36.70071608
浅粉红3,涤棉色谱_何进丰,,赤,红,76,38,5
浅粉红2,涤棉色谱_何进丰,,赤,红,82,42,10
浅粉红,染色样本士林类_何进丰,,白,红,80,18,8
浅粉红,涤棉色谱_何进丰,,白,红,85,33,7
魏红,故宫里的色彩美学_郭浩,,赤,红,45.46458652,59.4001396,3.295763722
鹤顶红,故宫里的色彩美学_郭浩,,赤,红,55.49293113,64.75741984,49.79371586
鞓红,故宫里的色彩美学_郭浩,,赤,红,48.65915802,54.7174443,21.5055544
红䵂,故宫里的色彩美学_郭浩,,赤,红,62.14339313,44.65473495,20.92063272
杨梅花红,中国美色_中国国家地理,,赤,红,53.00511295,80.54934522,46.16104423
杨梅花红,中国色名综览_凑幸卫,,白,红,74.06100521,23.61935496,-0.237643421
杏红,中国美色_中国国家地理,,赤,红,68.94391194,65.42966056,67.39191476
杏红,中国传统色彩图鉴_鸿洋,,赤,红,68.94391194,65.42966056,67.39191476
嫣红,中国美色_中国国家地理,,赤,红,64.97974973,75.26002017,-4.444870178
嫣红,中国传统色彩图鉴_鸿洋,,赤,红,64.97974973,75.26002017,-4.444870178
浅茜红,涤棉色谱_何进丰,,赤,红,67,44,21
浅茜红,涤棉色谱_何进丰,,赤,红,74,39,25
深赭红,涤棉色谱_何进丰,,赤,红,40,40,19
深锈红,涤棉色谱_何进丰,,赤,红,38,25,14
浅红莲,涤棉色谱_何进丰,,赤,红,60,39,-8
深大红,涤棉色谱_何进丰,,赤,红,44,55,30
霁红,故宫里的色彩美学_郭浩,,赤,红,37.84294828,32.3702714,11.29605226
红桔,涤棉色谱_何进丰,,赤,红,55,43,36
樱红,涤棉色谱_何进丰,,赤,红,52,61,28
桔红2,涤棉色谱_何进丰,,赤,红,55,58,40
桔红,国标GB/T 31430-2015,桔红,赤,红,58.1,53.1,55.9
桔红,染色样本士林类_何进丰,桔红,赤,红,59,16,19
桔红,绞丝染色基本色谱,桔红,赤,红,61,49,37
桔红,涤棉色谱_何进丰,桔红,赤,红,60,52,30
红扇贝色,DIC中国传统色,,赤,红,60.11723217,44.75312025,32.93193394
浅桔红,绞丝染色基本色谱,,赤,红,70,36,37
深桔红,绞丝染色基本色谱,,赤,红,50,56,36
红友,故宫里的色彩美学_郭浩,,黄,红,67.21856408,33.92018061,59.53375239
橘红,中国传统色彩图鉴_鸿洋,,赤,红,65.93901448,74.55646641,76.15546682
弗肯红,故宫里的色彩美学_郭浩,,白,红,88.65626662,6.242050772,11.48974229
浅红棕,涤棉色谱_何进丰,,黄,红,66,19,27
红青,乾隆色谱,,黑,红,18,2,-8
红豆紫,国标GB/T 31430-2015,豆沙紫,赤,红,36.7,36.7,1.8
紫红,国标GB/T 31430-2015,紫红,黑,红,34.8,32.9,-9.2
紫红,乾隆色谱,紫红,黑,红,37,27,-1
红光甲基紫,中国色名综览_凑幸卫,,赤,红,41.2169516,46.90013556,-34.70787651
红光甲花紫,人造丝绸缎色谱_何进丰,,黑,红,33,28,-23
红紫,钧瓷色彩的特征与分类体系研究_王庆斌,,黑,红,25.68045474,11.60840598,7.468051774
红踯躅,故宫里的色彩美学_郭浩,,赤,红,49.15862247,66.5511829,2.510655593
红藤杖,故宫里的色彩美学_郭浩,,青,红,56.6824952,10.34026694,-0.707003502
红莲灰,DIC中国传统色,,赤,红,55.24363345,45.2944907,4.764521553
红灰莲,DIC中国传统色,,白,红,63.03640796,22.20727027,3.724129028
红皂,DIC中国传统色,,黑,红,40.34731571,0.89426742,-2.350271637
黑棕,国标GB/T 31430-2015,棕黑（黑棕）a：鸿洋,黑,黑,29.2,6.7,6.1
黑棕,中国传统色彩图鉴_鸿洋,棕黑（黑棕）a：鸿洋,黑,黑,27.65836573,18.59928026,39.95493234
黑咖啡,染色样本纳夫妥类_何进丰,,黑,黑,30,5,8
朱（大红）a,国标GB/T 31430-2015,大红  明、中国颜色_黄仁达：朱色 染样2、鸿洋：大红 / 中国色名综览_凑幸卫,赤,黑,44.2,54.8,35.8
黑青,国标GB/T 31430-2015,暗青,青,黑,55.5,-6.4,-6.2
蓝黑,国标GB/T 31430-2015,蓝黑,黑,黑,23.7,2.9,-10.2
藏黑蓝,DIC中国传统色,,黑,黑,26.32569611,6.940244897,-11.86956548
紫黑,国标GB/T 31430-2015,紫黑,黑,黑,25.9,9.4,-8.6
黑紫,DIC中国传统色,,黑,黑,22.36023618,12.77667049,1.594994119
黑色,古色之美_青简,黑色,黑,黑,0.193141471,-0.250561824,-0.023875131
煤黑,中国美色_中国国家地理,,黑,黑,5.162305895,1.434991626,2.543806631
黑曜石末,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,,白,黑,70.51,2.25,15.78
纯黑,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,,黑,黑,21.26,0.86,0.65
漆黑,中国美色_中国国家地理,古色：漆,黑,黑,1.581676874,2.554899608,-9.369365329
漆黑,中国传统色彩图鉴_鸿洋,古色：漆,黑,黑,1.439799412,1.426452962,-5.563372172
乌黑,中国颜色_黄仁达,古色：乌,黑,黑,4.563255973,-0.941988879,-6.385880393
乌黑,古色之美_青简,古色：乌,黑,黑,0.684466221,2.065616719,-2.919608907
纯黑朱,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,,黑,黑,24.31,0.71,-1.32
黑朱,故宫里的色彩美学_郭浩,,黑,黑,45.08376391,1.778461767,8.348189027
黑彩,钧瓷色彩的特征与分类体系研究_王庆斌,,黑,黑,12.53262838,3.601603038,4.734218677
黑肤色,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,,黑,黑,30.21,3.43,2.92
砖褐,国标GB/T 31430-2015,褐棕（栗壳：染样2 郭浩）a,黑,褐,36.6,11.7,19.3
砖褐,perchouli,褐棕（栗壳：染样2 郭浩）a,赤,褐,22.90235857,35.98772375,25.68667081
砖褐,故宫里的色彩美学_郭浩,褐棕（栗壳：染样2 郭浩）a,赤,褐,39.14648212,19.71000112,24.41922428
砖褐,染作江南春水色_金成熺,褐棕（栗壳：染样2 郭浩）a,黑,褐,37.36,1.46,2.93
砖褐,染色样本纳夫妥类_何进丰,褐棕（栗壳：染样2 郭浩）a,黑,褐,41,17,17
褐色,国标GB/T 31430-2015,褐色 古色：褐,黑,褐,34.2,13.7,15.2
褐色,中国颜色_黄仁达,褐色 古色：褐,赤,褐,30.93683862,43.36546659,44.29222781
褐色,古色之美_青简,褐色 古色：褐,赤,褐,67.64735709,51.09773671,53.53964885
褐色,中国美色_中国国家地理,褐色 古色：褐,黑,褐,27.53062514,3.842654635,39.54778028
枣褐,国标GB/T 31430-2015,咖啡 ：人造丝绸 中国色名综览_凑幸卫,黑,褐,26.4,9.4,6
枣褐,perchouli,咖啡 ：人造丝绸 中国色名综览_凑幸卫,赤,褐,31.95666805,37.02689013,38.27879703
枣褐,DIC中国传统色,咖啡 ：人造丝绸 中国色名综览_凑幸卫,黑,褐,40.75368934,13.96711561,9.98515631
枣褐,染作江南春水色_金成熺,咖啡 ：人造丝绸 中国色名综览_凑幸卫,赤,褐,53.32,22.93,6.16
枣褐,染色样本纳夫妥类_何进丰,咖啡 ：人造丝绸 中国色名综览_凑幸卫,黑,褐,35,10,15
枣褐,染色样本硫化类_何进丰,咖啡 ：人造丝绸 中国色名综览_凑幸卫,黑,褐,33,11,12
枣褐,人造丝绸缎色谱_何进丰,咖啡 ：人造丝绸 中国色名综览_凑幸卫,黑,褐,43,7,9
枣褐,中国色名综览_凑幸卫,咖啡 ：人造丝绸 中国色名综览_凑幸卫,黑,褐,43.11464251,10.9041201,10.31719209
鼠毛褐,国标GB/T 31430-2015,灰褐,青,褐,60.4,3.1,10.6
茶褐,国标GB/T 31430-2015,茶褐,黑,褐,40.6,5.6,25.3
茶褐,perchouli,茶褐,黑,褐,29.46056614,16.58815299,28.12180941
茶褐,染作江南春水色_金成熺,茶褐,赤,褐,55.44,29.48,21.97
茶褐,中国色名综览_凑幸卫,茶褐,黑,褐,43.94431129,9.332852541,12.26765
鹰背褐,国标GB/T 31430-2015,黄褐（深棕）a,黑,褐,34,6.2,12.2
鹰背褐,故宫里的色彩美学_郭浩,黄褐（深棕）a,赤,褐,50.53407525,16.5462936,15.37848204
银褐,国标GB/T 31430-2015,浅褐,白,褐,65.5,16,12.8
银褐,故宫里的色彩美学_郭浩,浅褐,青,褐,61.35577997,10.68630691,-5.598045064
荆褐,国标GB/T 31430-2015,浅红褐,赤,褐,51.4,29,13.5
荆褐,染作江南春水色_金成熺,浅红褐,青,褐,56.05,-0.85,24.24
艾褐,染作江南春水色_金成熺,,白,褐,72.17,1.94,14.62
椒褐,染作江南春水色_金成熺,,赤,褐,50.34,30.15,9.64
鹿皮褐,perchouli,,黄,褐,69.23406529,29.79392436,47.95145697
鹿皮褐,中国色名综览_凑幸卫,,白,褐,65.71462459,14.54664004,16.08764623
古铜褐,perchouli,,黑,褐,27.72296133,20.05370869,31.55672172
古铜褐,中国色名综览_凑幸卫,,黑,褐,43.92874347,10.67015889,31.29123539
山鸡褐,perchouli,,黄,褐,49.27277794,21.92718202,51.0006298
山鸡褐,中国色名综览_凑幸卫,,赤,褐,51.57728969,16.89860797,32.23020981
深褐色,DIC中国传统色,,黑,褐,29.88017893,3.480783213,6.981249051
露褐,故宫里的色彩美学_郭浩,,黄,褐,61.89905283,25.13118985,39.58059723
檀褐,故宫里的色彩美学_郭浩,,赤,褐,45.59649203,30.76476238,36.22761255
石莲褐,故宫里的色彩美学_郭浩,,青,褐,58.26216054,2.378637527,9.152916216
蜜褐,故宫里的色彩美学_郭浩,,赤,褐,30.42729464,29.281377,16.98968278
藕丝褐,故宫里的色彩美学_郭浩,,白,褐,60.98176742,17.25358385,6.000918141
葡萄褐,故宫里的色彩美学_郭浩,,赤,褐,52.34534936,28.84954974,9.118570669
明茶褐,故宫里的色彩美学_郭浩,,白,褐,57.96559073,10.26915995,20.67080999
荆褐,故宫里的色彩美学_郭浩,,赤,褐,50.02693364,15.27916396,28.41625616
驼褐,故宫里的色彩美学_郭浩,,黑,褐,42.66293367,14.99255647,25.92842191
椒褐,故宫里的色彩美学_郭浩,,赤,褐,35.77730667,24.96676311,18.88848296
丁香褐,故宫里的色彩美学_郭浩,,白,褐,67.02094624,17.06151031,17.65098902
棠梨褐,故宫里的色彩美学_郭浩,,赤,褐,46.7879551,29.6174944,29.24041944
枣褐,故宫里的色彩美学_郭浩,,赤,褐,30.03898648,27.57470323,33.8887624
绿豆褐,故宫里的色彩美学_郭浩,,青,褐,57.88306412,-0.267937155,18.58660986
珠子褐,故宫里的色彩美学_郭浩,,白,褐,71.70270078,9.316735539,9.282158832
麝香褐,故宫里的色彩美学_郭浩,,黑,褐,35.57730531,15.73576079,17.07140719
麝香褐,绞丝染色基本色谱,,黄,褐,75,19,37
棕褐,中国传统色彩图鉴_鸿洋,,赤,褐,32.47628505,44.27084628,46.01219601
褐红,钧瓷色彩的特征与分类体系研究_王庆斌,,黑,褐,10.0525493,14.16927262,9.815005074
熟褐,中国美色_中国国家地理,,赤,褐,43.45673627,16.59723951,25.88186465
藕褐,国标GB/T 31430-2015,藕褐（藕合）a,青,褐,55.8,7.7,-10.1
粉棕,DIC中国传统色,,白,粉,80.14288477,5.825115497,14.10223393
粉白,国标GB/T 31430-2015,粉白,白,粉,82.8,9.5,-4.6
粉白,perchouli,粉白,白,粉,96.18952704,1.936634088,7.904712819
粉白,中国色名综览_凑幸卫,粉白,白,粉,94.53888866,6.477780944,9.062213901
粉,国标GB/T 31430-2015,粉,白,粉,80.7,17.1,-7.8
浅粉,中国传统色彩图鉴_鸿洋,鸿洋,白,粉,94.74881918,16.2104276,-9.125776977
粉红,国标GB/T 31430-2015,粉红,白,粉,77.8,20.6,1
粉红,perchouli,粉红,白,粉,82.32190636,26.1522959,13.58918746
粉红,染色样本士林类_何进丰,粉红,赤,粉,69,42,4
粉红,染色样本纳夫妥类_何进丰,粉红,赤,粉,60,54,7
粉红,中国色名综览_凑幸卫,粉红,白,粉,76.00760177,24.02044874,2.595973752
粉红,中国传统色彩图鉴_鸿洋,粉红,白,粉,86.66560238,36.14867245,-10.87608385
牡丹粉红,perchouli,,赤,粉,77.00166041,36.63781173,13.50217978
牡丹粉红,中国色名综览_凑幸卫,,白,粉,81.31455004,33.59252659,6.266028145
蓟粉红,perchouli,,白,粉,86.84952216,10.16475059,1.040696468
蓟粉红,中国色名综览_凑幸卫,,白,粉,74.55949635,14.90577311,-5.648147272
粉团花红,perchouli,,赤,粉,75.6244341,41.06356036,6.225973355
粉团花红,中国色名综览_凑幸卫,,白,粉,71.56933942,22.5713421,-0.400955185
初桃粉红,perchouli,,白,粉,90.56423147,10.1096752,10.61002611
初桃粉红,中国色名综览_凑幸卫,,白,粉,83.84363561,14.90423704,4.949013544
介壳淡粉红,perchouli,,白,粉,87.55448453,15.84936059,17.03510703
介壳淡粉红,中国色名综览_凑幸卫,,白,粉,81.31810567,22.37047905,13.40477061
玉粉红,perchouli,,白,粉,79.50130597,21.59092632,22.94289451
玉粉红,中国色名综览_凑幸卫,,白,粉,74.55347211,17.12841962,21.30786755
淡米粉,perchouli,,白,粉,95.32774063,4.275133446,7.120635543
淡米粉,中国色名综览_凑幸卫,,白,粉,84.94853636,10.77396699,0.294047206
瓜瓤粉,perchouli,,黄,粉,86.10362475,13.77020139,41.12173044
瓜瓤粉,中国色名综览_凑幸卫,,白,粉,83.86228921,14.38175441,26.4142956
落英淡粉,perchouli,,白,粉,93.44591175,4.28388044,13.90989025
落英淡粉,中国色名综览_凑幸卫,,白,粉,91.08182237,8.407670108,6.706676081
玫瑰粉,perchouli,,黄,粉,80.9636998,27.0247196,40.62762501
玫瑰粉,中国色名综览_凑幸卫,,白,粉,83.85600898,20.70654141,18.00502399
玛瑙粉,DIC中国传统色,,黄,粉,69.4287241,19.6218525,27.87840907
艳粉,DIC中国传统色,,赤,粉,51.72342761,56.77063947,3.198664524
暗粉,DIC中国传统色,,赤,粉,66.39608984,40.24416041,-3.495501422
粉凤仙,DIC中国传统色,,白,粉,78.90934099,24.40348292,-1.278404054
淡粉,DIC中国传统色,,白,粉,76.19921109,25.23584983,-1.550032683
浅粉红3,涤棉色谱_何进丰,,赤,粉,76,38,5
浅粉红2,涤棉色谱_何进丰,,赤,粉,82,42,10
浅粉红,染色样本士林类_何进丰,,白,粉,80,18,8
浅粉红,涤棉色谱_何进丰,,白,粉,85,33,7
粉米,故宫里的色彩美学_郭浩,,白,粉,84.82580258,21.95745697,1.800750908
粉橙色,DIC中国传统色,,黄,粉,70.17746908,35.41384524,44.61547015
凤仙粉,DIC中国传统色,,白,粉,78.12502207,25.89585155,8.277718011
肉粉,DIC中国传统色,,白,粉,83.1027197,16.90595476,12.47706826
浅肉粉,DIC中国传统色,染样：浅肉,白,粉,89.08148531,4.423796904,17.6305105
浅肉粉,染色样本士林类_何进丰,染样：浅肉,白,粉,81,16,17
蛤蜊粉,DIC中国传统色,,赤,粉,66.63218445,26.60791408,20.15469084
蝶粉,DIC中国传统色,,黄,粉,79.73429465,19.27662203,28.4438506
甘石粉,DIC中国传统色,,白,粉,88.60741368,4.655057763,9.759542271
甘石粉,中国美色_中国国家地理,,白,粉,90.14864316,4.564981338,4.590292919
胡粉,DIC中国传统色,胡粉色：鸿洋,白,粉,92.19197639,-1.237250569,11.41718156
胡粉,中国美色_中国国家地理,胡粉色：鸿洋,白,粉,91.55057344,-3.961200243,7.598849187
胡粉,中国传统色彩图鉴_鸿洋,胡粉色：鸿洋,白,粉,94.79936274,0.639121561,-5.075688174
蛤粉,DIC中国传统色,,白,粉,92.19197639,-1.237250569,11.41718156
蛤粉,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,,白,粉,94.77,0.78,3.74
蛤粉,中国美色_中国国家地理,,白,粉,92.42318507,-3.946217565,7.565834087
立德粉,DIC中国传统色,,白,粉,94.30620093,0.058542869,2.846060794
立德粉,中国美色_中国国家地理,,白,粉,93.09741029,-4.6881352,5.855124126
粉青,钧瓷色彩的特征与分类体系研究_王庆斌,,青,粉,71.55205865,-97.40312053,41.97063635
浅粉兰,涤棉色谱_何进丰,,白,粉,84,-3,-2
粉蓝,中国传统色彩图鉴_鸿洋,,白,粉,94.47054246,-28.62984913,-0.30430986
粉紫,国标GB/T 31430-2015,粉紫,白,粉,65.9,11.8,-27
紫粉,国标GB/T 31430-2015,紫粉,白,粉,65.9,11.8,-27
紫粉,DIC中国传统色,,赤,粉,40.90312079,45.61372927,7.674368189
粉色,中国颜色_黄仁达,,白,粉,99.62853083,-2.232656645,6.462399653
韶粉,故宫里的色彩美学_郭浩,,白,粉,89.08570703,-2.472981836,7.175879228
粉白,perchouli,,白,粉,96.18952704,1.936634088,7.904712819
白粉,中国美色_中国国家地理,,白,粉,94.83456723,6.78856283,11.33315975
丹色,中国颜色_黄仁达,古色之美：丹,赤,丹,62.02719644,62.8309418,59.32339079
丹色,古色之美_青简,古色之美：丹,赤,丹,62.58902273,86.32660838,68.89966129
丹色,中国美色_中国国家地理,古色之美：丹,赤,丹,58.82530674,60.25263892,56.88902223
牡丹粉红,perchouli,,赤,丹,77.00166041,36.63781173,13.50217978
牡丹粉红,中国色名综览_凑幸卫,,白,丹,81.31455004,33.59252659,6.266028145
牡丹色,中国传统色彩图鉴_鸿洋,,赤,丹,54.4240305,90.44399659,-62.8867518
松叶牡丹红,perchouli,DIC中国传统色/HRD/明信片：牡丹红,赤,丹,60.50212672,79.62432206,20.02618955
松叶牡丹红,DIC中国传统色,DIC中国传统色/HRD/明信片：牡丹红,赤,丹,38.32055205,61.5897878,21.57094899
松叶牡丹红,中国颜色_黄仁达,DIC中国传统色/HRD/明信片：牡丹红,赤,丹,45.89916462,72.16870819,35.38147262
松叶牡丹红,中国美色_中国国家地理,DIC中国传统色/HRD/明信片：牡丹红,赤,丹,45.89916462,72.16870819,35.38147262
松叶牡丹红,中国色名综览_凑幸卫,DIC中国传统色/HRD/明信片：牡丹红,赤,丹,43.56753146,48.64388335,-3.655970478
丹紫红,perchouli,,赤,丹,59.12467159,64.34774981,0.334647113
丹紫红,人造丝绸缎色谱_何进丰,,赤,丹,60,46,1
丹紫红,中国色名综览_凑幸卫,,赤,丹,54.06657942,39.92430893,-15.82539008
章丹,DIC中国传统色,,赤,丹,56.94654953,51.40199214,51.97241594
铅丹,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,鸿洋：铅丹色,赤,丹,64.43,54.22,53.91
铅丹,中国传统色彩图鉴_鸿洋,鸿洋：铅丹色,赤,丹,61.06783573,76.89006239,36.09409415
黄丹,故宫里的色彩美学_郭浩,,赤,丹,61.86487516,66.88279088,71.99858599
丹雘,故宫里的色彩美学_郭浩,,赤,丹,49.22659738,74.22162022,55.73823223
檎丹,故宫里的色彩美学_郭浩,,赤,丹,60.25610561,71.94831342,62.32758115
丹罽,故宫里的色彩美学_郭浩,,赤,丹,55.80911205,83.40891639,67.1050664
丹秫,故宫里的色彩美学_郭浩,,赤,丹,36.64035897,43.85962454,35.86305831
丹东石,DIC中国传统色,,黄,丹,81.20089346,3.688836702,38.48558415
阴丹士林,中国颜色_黄仁达,,黑,丹,24.27867535,15.87040677,-48.24391601
翠樽,故宫里的色彩美学_郭浩,,黄,翠,81.92706759,-15.97753842,49.51961443
苍翠,中国传统色彩图鉴_鸿洋,,青,翠,65.8293773,-80.20738638,38.92177015
青翠,国标GB/T 31430-2015,翠绿1957、中国色名综览_凑幸卫、钧瓷、明（青翠绿）a 古色 （青翠色：鸿洋）,青,翠,54.6,-54.8,25.2
青翠,perchouli,翠绿1957、中国色名综览_凑幸卫、钧瓷、明（青翠绿）a 古色 （青翠色：鸿洋）,青,翠,56.13529215,-77.50237791,21.27364342
青翠,DIC中国传统色,翠绿1957、中国色名综览_凑幸卫、钧瓷、明（青翠绿）a 古色 （青翠色：鸿洋）,青,翠,41.1615937,-32.14213214,0.814108644
青翠,中国颜色_黄仁达,翠绿1957、中国色名综览_凑幸卫、钧瓷、明（青翠绿）a 古色 （青翠色：鸿洋）,青,翠,56.78828766,-68.54655664,18.22735081
青翠,古色之美_青简,翠绿1957、中国色名综览_凑幸卫、钧瓷、明（青翠绿）a 古色 （青翠色：鸿洋）,青,翠,83.39698221,-135.8451286,82.70268266
青翠,钧瓷色彩的特征与分类体系研究_王庆斌,翠绿1957、中国色名综览_凑幸卫、钧瓷、明（青翠绿）a 古色 （青翠色：鸿洋）,青,翠,30.98246263,-31.84451587,-4.615803633
青翠,中国美色_中国国家地理,翠绿1957、中国色名综览_凑幸卫、钧瓷、明（青翠绿）a 古色 （青翠色：鸿洋）,青,翠,52.29558913,-75.90869194,22.37594701
青翠,中国色名综览_凑幸卫,翠绿1957、中国色名综览_凑幸卫、钧瓷、明（青翠绿）a 古色 （青翠色：鸿洋）,青,翠,61.51479085,-44.92446608,5.556893733
青翠,中国传统色彩图鉴_鸿洋,翠绿1957、中国色名综览_凑幸卫、钧瓷、明（青翠绿）a 古色 （青翠色：鸿洋）,黄,翠,83.75614396,-131.2103036,90.92052682
深翠绿,涤棉色谱_何进丰,涤棉：深翠录,青,翠,43,-31,3
深翠绿,涤棉色谱_何进丰,涤棉：深翠录,青,翠,43,-34,-1
淡翠绿,perchouli,,白,翠,86.09258979,-15.83719456,6.884333002
淡翠绿,中国色名综览_凑幸卫,,白,翠,85.33646221,-7.98293107,-1.98174752
翠屏绿,中国色名综览_凑幸卫,,白,翠,83.88772314,-5.591200478,7.356652701
翡翠色,中国颜色_黄仁达,,青,翠,45.45359856,-68.79985536,16.85937371
翡翠色,中国传统色彩图鉴_鸿洋,,黄,翠,83.30275329,-137.73554,90.43657187
翠微,故宫里的色彩美学_郭浩,,青,翠,47.33875057,-43.56478114,27.43186614
翠虬,故宫里的色彩美学_郭浩,,青,翠,39.55379209,-34.94121559,25.93900447
翠缥,故宫里的色彩美学_郭浩,,黄,翠,79.56127553,-35.16548045,78.13797573
翠涛,故宫里的色彩美学_郭浩,,青,翠,61.92259358,-17.55822076,3.012139583
法翠,故宫里的色彩美学_郭浩,,青,翠,50.60375757,-44.14946092,-19.78341615
千山翠,故宫里的色彩美学_郭浩,,青,翠,50.43962269,-11.9573378,2.097317224
软翠,故宫里的色彩美学_郭浩,,青,翠,40.46855451,-28.67593689,-26.62332832
蓝翠,国标GB/T 31430-2015,翠蓝（1957、中国色名综览_凑幸卫,青,翠,56.5,-20.8,-33.4
蓝翠,perchouli,翠蓝（1957、中国色名综览_凑幸卫,青,翠,57.67401098,-43.35092473,-25.9373714
蓝翠,染作江南春水色_金成熺,翠蓝（1957、中国色名综览_凑幸卫,青,翠,57.08,-7.13,-20.54
蓝翠,中国色名综览_凑幸卫,翠蓝（1957、中国色名综览_凑幸卫,青,翠,64.13698797,-11.77399956,-20.48855476
浅翠兰2,涤棉色谱_何进丰,,青,翠,70,-24,-22
浅翠兰,涤棉色谱_何进丰,,青,翠,74,-30,-13
红（赤白）a,国标GB/T 31430-2015,红,赤,赤,54.4,47.6,18.8
红（赤白）a,中国颜色_黄仁达,红,赤,赤,53.00511295,80.54934522,46.16104423
红（赤白）a,古色之美_青简,红,赤,赤,51.65996485,80.58645714,9.202734108
赤色,中国颜色_黄仁达,,赤,赤,55.89735693,83.77372346,52.18868312
赤色,古色之美_青简,,赤,赤,58.76953755,86.67898631,60.89383757
赤缇,故宫里的色彩美学_郭浩,,赤,赤,53.86266573,46.76906336,34.84737305
赤灵,故宫里的色彩美学_郭浩,,赤,赤,41.5708078,43.57844622,42.10232946
佛赤,故宫里的色彩美学_郭浩,,赤,赤,39.90169253,42.93766633,34.74405639
赫赤,中国传统色彩图鉴_鸿洋,,赤,赤,53.83133358,82.7080566,16.36222288
赤黄,国标GB/T 31430-2015,粉黄,白,赤,78.2,20.1,24.9
大赤,故宫里的色彩美学_郭浩,,黄,赤,63.50953909,0.329930116,47.51219339
赤璋,故宫里的色彩美学_郭浩,,白,赤,81.30638284,9.766949643,26.13366353
田赤,故宫里的色彩美学_郭浩,,黄,赤,84.85020037,-4.361462983,43.09413577
赤金,中国美色_中国国家地理,,黄,赤,77.38652256,16.34413885,73.88750864
大赤金,DIC中国传统色,,黄,赤,68.09930705,-7.554734337,31.72783283
田赤金色,中国传统色彩图鉴_鸿洋,,黄,赤,81.41286973,-1.104084522,55.06782854
紫赤金色,中国传统色彩图鉴_鸿洋,,黄,赤,78.63954589,20.67549672,88.69761125
碧玉,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,,白,碧,84.31,-16.99,18.44
碧玉石,DIC中国传统色,,青,碧,61.84378814,-19.00410344,-5.55761807
